capacity duration
6~mbps 500.12
6~mbps 5616.92
6~mbps 882.05
6~mbps 1542.14
6~mbps 5698.82
6~mbps 375.61
6~mbps 1854.8
6~mbps 1174.01
6~mbps 198.68
6~mbps 301.49
6~mbps 10717.9
6~mbps 27235.1
6~mbps 525.27
6~mbps 958.56
6~mbps 1206.66
6~mbps 13068.3
6~mbps 442.61
6~mbps 14658.4
6~mbps 6597.41
6~mbps 7625.22
6~mbps 735.86
6~mbps 2400.79
6~mbps 97.63
6~mbps 307.39
6~mbps 755.42
6~mbps 6842.77
6~mbps 666.85
6~mbps 1761.39
6~mbps 4867.91
6~mbps 3582.57
6~mbps 4383.24
6~mbps 1514.99
6~mbps 3826.07
6~mbps 135.6
6~mbps 8288.64
6~mbps 4359.51
6~mbps 2943.06
6~mbps 5366.77
6~mbps 7748.77
6~mbps 8583.87
6~mbps 5692.9
6~mbps 11554.3
6~mbps 4023.94
6~mbps 3427.59
6~mbps 1350.81
6~mbps 1174.79
6~mbps 6489.17
6~mbps 2528.08
6~mbps 5529.01
6~mbps 523.82
6~mbps 4317.86
6~mbps 2036.83
6~mbps 1259.93
6~mbps 6115.87
6~mbps 1154.54
6~mbps 783.14
6~mbps 1975.32
6~mbps 2349.63
6~mbps 338.94
6~mbps 4950.82
6~mbps 15363.3
6~mbps 2862.79
6~mbps 2623.68
6~mbps 3422.98
6~mbps 9607.97
6~mbps 1784.96
6~mbps 235.19
6~mbps 13991.3
6~mbps 2469.08
6~mbps 5225.7
6~mbps 4675.45
6~mbps 1471.02
6~mbps 1795.5
6~mbps 1787.34
6~mbps 2781.65
6~mbps 3922.16
6~mbps 7454.53
6~mbps 8955.17
6~mbps 3634.64
6~mbps 379.69
6~mbps 7354.91
6~mbps 3572.51
6~mbps 15685.4
6~mbps 3259.84
6~mbps 227.41
6~mbps 17878.3
6~mbps 32184.2
6~mbps 543.89
6~mbps 12630.9
6~mbps 4056.49
6~mbps 535.57
6~mbps 723.9
6~mbps 12220.7
6~mbps 675.25
6~mbps 391.63
6~mbps 25642.2
6~mbps 10582.9
6~mbps 2406.05
6~mbps 115.06
6~mbps 9031.33
6~mbps 1334.05
6~mbps 410.74
6~mbps 3227.29
6~mbps 12560.2
6~mbps 3658.62
6~mbps 5919.52
6~mbps 4575.38
6~mbps 9900.36
6~mbps 22325.6
6~mbps 866.5
6~mbps 14620.8
6~mbps 16643.1
6~mbps 1252.18
6~mbps 2782.84
6~mbps 13167
6~mbps 116.48
6~mbps 16686.9
6~mbps 1605.52
6~mbps 2026.98
6~mbps 3436.37
6~mbps 9353.36
6~mbps 7939.61
6~mbps 15432.5
6~mbps 11981.4
6~mbps 139.62
6~mbps 6295.33
6~mbps 7043.77
6~mbps 4364.61
6~mbps 9690.61
6~mbps 276.76
6~mbps 7457.16
6~mbps 9713.84
6~mbps 4621.57
6~mbps 15446.8
6~mbps 5597.22
6~mbps 3087.3
6~mbps 4720.92
6~mbps 4135.01
6~mbps 318.2
6~mbps 5671.07
6~mbps 9872.78
6~mbps 3800.69
6~mbps 4031.86
6~mbps 15850.1
6~mbps 6672.08
6~mbps 5272.19
6~mbps 13804.3
6~mbps 4206.48
6~mbps 5837.82
6~mbps 10545.7
6~mbps 335.15
6~mbps 4771.86
6~mbps 3007.26
6~mbps 4456.85
6~mbps 352.29
6~mbps 5511.45
6~mbps 6917.35
6~mbps 4126.89
6~mbps 3128.6
6~mbps 414.48
6~mbps 8267.7
6~mbps 4740.83
6~mbps 344.03
6~mbps 13321.5
6~mbps 3551.76
6~mbps 15210.4
6~mbps 4606.04
6~mbps 1247.96
6~mbps 4074.12
6~mbps 11665.1
6~mbps 20650.2
6~mbps 5743.67
6~mbps 14111.6
6~mbps 4633.3
6~mbps 4906.84
6~mbps 5868.5
6~mbps 7247.92
6~mbps 8512.48
6~mbps 12793.3
6~mbps 7104.17
6~mbps 7054.1
6~mbps 9840.52
6~mbps 8992.99
6~mbps 10099.1
6~mbps 2407
6~mbps 7798.56
6~mbps 11627.6
6~mbps 3957.39
6~mbps 9461.2
6~mbps 399.96
6~mbps 665.17
6~mbps 7111.96
6~mbps 160.28
6~mbps 4727.78
6~mbps 1714.2
6~mbps 11354.5
6~mbps 4390.04
6~mbps 192.74
6~mbps 4673.19
6~mbps 6520.45
6~mbps 251.09
6~mbps 11136.5
6~mbps 6733.88
6~mbps 429.34
6~mbps 13275.8
6~mbps 5254.59
6~mbps 154.83
6~mbps 5307.56
6~mbps 411.49
6~mbps 12581.7
6~mbps 12983.7
6~mbps 6751.2
6~mbps 7521.67
6~mbps 661.61
6~mbps 335.52
6~mbps 1060.81
6~mbps 545.31
6~mbps 1065.77
6~mbps 8890.47
6~mbps 503.46
6~mbps 375.88
6~mbps 6851.85
6~mbps 1109.13
6~mbps 568.39
6~mbps 542.76
6~mbps 919.15
6~mbps 75.14
6~mbps 133.19
6~mbps 503.06
6~mbps 22590.5
6~mbps 844.39
6~mbps 921.92
6~mbps 340.09
6~mbps 462.27
6~mbps 519.16
6~mbps 59.78
6~mbps 804.29
6~mbps 4504.92
6~mbps 5407.2
6~mbps 7185.95
6~mbps 176.9
6~mbps 202.02
6~mbps 10938
6~mbps 146.22
6~mbps 276.23
6~mbps 363.42
6~mbps 96.46
6~mbps 82.21
6~mbps 4215.09
6~mbps 1381.75
6~mbps 8735.98
6~mbps 265.55
6~mbps 11707.5
6~mbps 13924.9
6~mbps 264.42
6~mbps 2268.55
6~mbps 136.25
6~mbps 204.35
6~mbps 27444.3
6~mbps 11742
6~mbps 926.21
6~mbps 5431.88
6~mbps 11674.7
6~mbps 7704.39
6~mbps 261.89
6~mbps 2400.58
6~mbps 1312
6~mbps 16055.8
6~mbps 2390.23
6~mbps 2970.1
6~mbps 3231.17
6~mbps 1891.07
6~mbps 4551.49
6~mbps 1999.21
6~mbps 6022.43
6~mbps 2225.02
6~mbps 1848.57
6~mbps 2380.52
6~mbps 3419.06
6~mbps 8053.28
6~mbps 6491.45
6~mbps 14296.7
6~mbps 1968.12
6~mbps 9631.82
6~mbps 3376.72
6~mbps 5464.87
6~mbps 3108.99
6~mbps 6819.8
6~mbps 5198.72
6~mbps 8966.48
6~mbps 3846.31
6~mbps 3968.43
6~mbps 2443.32
6~mbps 1994.55
6~mbps 5511.65
6~mbps 4091.28
6~mbps 2629.49
6~mbps 2652.81
6~mbps 9175.53
6~mbps 4597.37
6~mbps 3809.65
6~mbps 1528.06
6~mbps 1244.06
6~mbps 3391.61
6~mbps 311.85
6~mbps 6584.94
6~mbps 899.67
6~mbps 4153.98
6~mbps 5248.23
6~mbps 10763.4
6~mbps 8845.56
6~mbps 1063.69
6~mbps 4772.21
6~mbps 2171.47
6~mbps 3015.43
6~mbps 6568.65
6~mbps 2727.79
6~mbps 921.96
6~mbps 6198.31
6~mbps 2519.72
6~mbps 5083.15
6~mbps 6205.5
6~mbps 5218.54
6~mbps 3191.49
6~mbps 6568.7
6~mbps 3287.57
6~mbps 15893.2
6~mbps 5007.75
6~mbps 3231.07
6~mbps 5045.67
6~mbps 3436.94
6~mbps 5876.9
6~mbps 2141.06
6~mbps 3135.45
6~mbps 6568.4
6~mbps 2145.25
6~mbps 4691.51
6~mbps 10380.8
6~mbps 4621.27
6~mbps 4185.88
6~mbps 2001.38
6~mbps 2590
6~mbps 542.46
6~mbps 236.55
6~mbps 5788.83
6~mbps 3828.13
6~mbps 2134.78
6~mbps 2699.61
6~mbps 3817.26
6~mbps 8419.74
6~mbps 13123.7
6~mbps 698.32
6~mbps 975.82
6~mbps 1589.52
6~mbps 3388.13
6~mbps 4268.54
6~mbps 4414.9
6~mbps 1352.85
6~mbps 233.31
6~mbps 15677.2
6~mbps 17504.8
6~mbps 5626.95
6~mbps 9786.16
6~mbps 10036.5
6~mbps 10404.5
6~mbps 5035.78
6~mbps 7483.77
6~mbps 3742.41
6~mbps 6470.32
6~mbps 7311.93
6~mbps 5256.49
6~mbps 6677.49
6~mbps 4187.09
6~mbps 5502.99
6~mbps 8387.37
6~mbps 8317.95
6~mbps 22107.8
6~mbps 6671.04
6~mbps 4884.16
6~mbps 3361.75
6~mbps 863.8
6~mbps 4276.62
6~mbps 6159.67
6~mbps 4744.15
6~mbps 7159.43
6~mbps 9469.57
6~mbps 4816.21
6~mbps 7058.75
6~mbps 3096.01
6~mbps 3657.4
6~mbps 3935.42
6~mbps 4275.6
6~mbps 3055.26
6~mbps 10596.3
6~mbps 3306.51
6~mbps 2550.57
6~mbps 9021.82
6~mbps 3117.76
6~mbps 6991.77
6~mbps 13410.5
6~mbps 14670.2
6~mbps 16815.7
6~mbps 8601.64
6~mbps 15586.3
6~mbps 4329.21
6~mbps 20152.7
6~mbps 6673.81
6~mbps 8569.94
6~mbps 11096
6~mbps 5046.97
6~mbps 2076.44
6~mbps 3063.58
6~mbps 14747.4
6~mbps 6448.79
6~mbps 12849.2
6~mbps 26639.5
6~mbps 9329.69
6~mbps 5016.41
6~mbps 12255.5
6~mbps 4042.26
6~mbps 2184.79
6~mbps 9653.26
6~mbps 4301.4
6~mbps 8909.95
6~mbps 8597.03
6~mbps 10175.5
6~mbps 4031.08
6~mbps 6187.26
6~mbps 4457.82
6~mbps 1965.43
6~mbps 2072.33
6~mbps 5536.98
6~mbps 2450.8
6~mbps 4363.1
6~mbps 17410.6
6~mbps 11809.9
6~mbps 3131.14
6~mbps 14548.4
6~mbps 17555.5
6~mbps 1926.58
6~mbps 5496.38
6~mbps 4005.61
6~mbps 11412.6
6~mbps 148.55
6~mbps 7518.68
6~mbps 3284.03
6~mbps 20024
6~mbps 10736.5
6~mbps 19913.6
6~mbps 2893.78
6~mbps 23385.1
6~mbps 24603.6
6~mbps 3291.46
6~mbps 121.46
6~mbps 11006.9
6~mbps 4851.11
6~mbps 5731.85
6~mbps 6113.98
6~mbps 2465.73
6~mbps 3287.12
6~mbps 5275.98
6~mbps 9231.81
6~mbps 158.25
6~mbps 7627.76
6~mbps 10394.4
6~mbps 1184.65
6~mbps 7586.5
6~mbps 5390.78
6~mbps 13627.7
6~mbps 8460.67
6~mbps 5406.7
6~mbps 8036.9
6~mbps 5857.33
6~mbps 5724.96
6~mbps 1946.64
6~mbps 6251.29
6~mbps 1481.58
6~mbps 6058.78
6~mbps 5331.21
6~mbps 5486.75
6~mbps 7426.95
6~mbps 5166.09
6~mbps 13506.8
6~mbps 4423.83
6~mbps 5196.9
6~mbps 5224.54
6~mbps 12237.1
6~mbps 9933.69
6~mbps 5521.59
6~mbps 940.22
6~mbps 5195.64
6~mbps 5177.84
6~mbps 4611.45
6~mbps 4203.22
6~mbps 4826.34
6~mbps 5132.16
6~mbps 4926.67
6~mbps 5058.34
6~mbps 5178.35
6~mbps 5242.02
6~mbps 5236.14
6~mbps 4123.97
6~mbps 5180.53
6~mbps 5232.19
6~mbps 4707.89
6~mbps 7818.55
6~mbps 10592.1
6~mbps 5189.47
6~mbps 5169.23
6~mbps 5034.26
6~mbps 5253.88
6~mbps 7937.54
6~mbps 5179.8
6~mbps 5086.52
6~mbps 4853.27
6~mbps 4879.51
6~mbps 5180.36
6~mbps 4896.15
6~mbps 5220.13
6~mbps 9455.87
6~mbps 1093.32
6~mbps 5221.01
6~mbps 7721.88
6~mbps 5200.67
6~mbps 5215.17
6~mbps 5031.02
6~mbps 5303.2
6~mbps 4990.63
6~mbps 7821.28
6~mbps 5264.66
6~mbps 5122.78
6~mbps 5504.86
6~mbps 5522.52
6~mbps 5203.04
6~mbps 5293.72
6~mbps 5287.34
6~mbps 5340.03
6~mbps 5264.52
6~mbps 5438.63
6~mbps 5283.57
6~mbps 5190.56
6~mbps 5193.3
6~mbps 3553.42
6~mbps 5334.5
6~mbps 13749.7
6~mbps 3804.08
6~mbps 6441.22
6~mbps 3868.61
6~mbps 4995.3
6~mbps 3868.44
6~mbps 4484.71
6~mbps 3968.66
6~mbps 3907.36
6~mbps 2689.44
6~mbps 3769.9
6~mbps 5068.07
6~mbps 6259.25
6~mbps 3852.23
6~mbps 2510.78
6~mbps 6388.28
6~mbps 9555.86
6~mbps 2869.61
6~mbps 2671.36
6~mbps 4010.73
6~mbps 3924.06
6~mbps 5065.3
6~mbps 2723.25
6~mbps 2491.28
6~mbps 6141.89
6~mbps 4208.75
6~mbps 3896.79
6~mbps 1843.9
6~mbps 5233.35
6~mbps 4670.82
6~mbps 3399.84
6~mbps 11420.8
6~mbps 7666.6
6~mbps 4658.7
6~mbps 6529.1
6~mbps 5052.04
6~mbps 3588.53
6~mbps 2393.35
6~mbps 4971.31
6~mbps 4390.71
6~mbps 7127.45
6~mbps 3347.79
6~mbps 2098.47
6~mbps 4863.73
6~mbps 4920.14
6~mbps 5152.52
6~mbps 3544.93
6~mbps 5144.73
6~mbps 3371.57
6~mbps 4936.62
6~mbps 10378.2
6~mbps 16461.6
6~mbps 12562.6
6~mbps 11160.5
6~mbps 13357
6~mbps 9012.71
6~mbps 2019.04
6~mbps 5064.91
6~mbps 1771.3
6~mbps 4356.98
6~mbps 10065.5
6~mbps 3303.67
6~mbps 1917.28
6~mbps 8423.5
6~mbps 374.21
6~mbps 303.12
6~mbps 9494.08
6~mbps 5811.81
6~mbps 3900.98
6~mbps 4876.26
6~mbps 6115
6~mbps 7584.45
6~mbps 6763.94
6~mbps 1621.92
6~mbps 5849.98
6~mbps 3835.29
6~mbps 336.92
6~mbps 327.08
6~mbps 329.04
6~mbps 1124.49
6~mbps 3850.32
6~mbps 5210.91
6~mbps 3274.91
6~mbps 4419.02
6~mbps 5609.98
6~mbps 5497.59
6~mbps 10946.4
6~mbps 11819.1
6~mbps 5407.36
6~mbps 10213.1
6~mbps 6974.01
6~mbps 9970.78
6~mbps 6793.03
6~mbps 5110.11
6~mbps 275.17
6~mbps 3611.27
6~mbps 5064.16
6~mbps 3772.82
6~mbps 3851.47
6~mbps 6247.97
6~mbps 3671.87
6~mbps 3538.03
6~mbps 6325.18
6~mbps 3364.49
6~mbps 3559.35
6~mbps 8806.97
6~mbps 7187.74
6~mbps 6209.87
6~mbps 7419.32
6~mbps 6130.11
6~mbps 3452.5
6~mbps 6183.69
6~mbps 2544.97
6~mbps 6231.84
6~mbps 3809.35
6~mbps 6462.81
6~mbps 7434.69
6~mbps 6761.24
6~mbps 6029.21
6~mbps 7453.86
6~mbps 8065.25
6~mbps 118.08
6~mbps 4587.75
6~mbps 3480.1
6~mbps 831.13
6~mbps 1764.52
6~mbps 3206.24
6~mbps 855
6~mbps 7109.01
6~mbps 4760.66
6~mbps 3520.29
6~mbps 3470.35
6~mbps 4719.14
6~mbps 3424.98
6~mbps 5208.3
6~mbps 3115.21
6~mbps 6901.04
6~mbps 3600.26
6~mbps 3369.8
6~mbps 3485.2
6~mbps 2268.14
6~mbps 2808.05
6~mbps 5322.87
6~mbps 3850.42
6~mbps 7849.67
6~mbps 3912.92
6~mbps 3592.31
6~mbps 2138.24
6~mbps 5156.24
6~mbps 2826.91
6~mbps 3638.11
6~mbps 4109.95
6~mbps 2389.24
6~mbps 7493.18
6~mbps 1428.3
6~mbps 4263.16
6~mbps 1800.86
6~mbps 4902.03
6~mbps 3472.35
6~mbps 4714.27
6~mbps 4103.42
6~mbps 5721.14
6~mbps 3456.56
6~mbps 2601.45
6~mbps 4960.5
6~mbps 3314.47
6~mbps 3740.46
6~mbps 3005.92
6~mbps 5589.12
6~mbps 4313.13
6~mbps 4445.48
6~mbps 4427.02
6~mbps 3575.19
6~mbps 5302.15
6~mbps 3508.3
6~mbps 7646.92
6~mbps 3081.69
6~mbps 3130.29
6~mbps 5238.82
6~mbps 7805.57
6~mbps 8636.07
6~mbps 7223.24
6~mbps 5624.54
6~mbps 1867.56
6~mbps 5356.39
6~mbps 4477.78
6~mbps 4428.52
6~mbps 4650.8
6~mbps 8972.18
6~mbps 4858.94
6~mbps 6026.47
6~mbps 6043.7
6~mbps 5720.14
6~mbps 7176.15
6~mbps 5906.08
6~mbps 2857.64
6~mbps 7184.36
6~mbps 3582.63
6~mbps 3976.26
6~mbps 3895.47
6~mbps 9848.9
6~mbps 8220.42
6~mbps 4755.71
6~mbps 4879.52
6~mbps 6472.13
6~mbps 6369.38
6~mbps 3641.75
6~mbps 6572.09
6~mbps 6343.72
6~mbps 3677.91
6~mbps 4283.17
6~mbps 3578.49
6~mbps 7509.07
6~mbps 6712.18
6~mbps 4788.27
6~mbps 1874.24
6~mbps 7175.1
6~mbps 6561.45
6~mbps 3463.84
6~mbps 4891.3
6~mbps 6409.03
6~mbps 17752.6
6~mbps 9101.16
6~mbps 8862.69
6~mbps 6013.25
6~mbps 8406.74
6~mbps 108.57
6~mbps 11434.1
6~mbps 579.66
6~mbps 229.19
6~mbps 11877.5
6~mbps 9989.11
6~mbps 292
6~mbps 4013.54
6~mbps 738.29
6~mbps 18117
6~mbps 9152.75
6~mbps 4590.57
6~mbps 2454.13
6~mbps 3623.96
6~mbps 2402.74
6~mbps 8804.14
6~mbps 12934
6~mbps 7365.32
6~mbps 24962
6~mbps 9703.78
6~mbps 1007.32
6~mbps 2413.39
6~mbps 1962.93
6~mbps 7580.77
6~mbps 1467.38
6~mbps 21035
6~mbps 14707.7
6~mbps 432.9
6~mbps 391.11
6~mbps 5127.29
6~mbps 825.64
6~mbps 5160.42
6~mbps 2369.4
6~mbps 14329.7
6~mbps 4604.45
6~mbps 1430.86
6~mbps 490.96
6~mbps 1677.06
6~mbps 4938.12
6~mbps 6945.67
6~mbps 2941.85
6~mbps 649.78
6~mbps 9365.21
6~mbps 3051.22
6~mbps 8866.25
6~mbps 5985.54
6~mbps 1779.23
6~mbps 3176.44
6~mbps 9912.82
6~mbps 11271.9
6~mbps 6564.65
6~mbps 1786.96
6~mbps 11966.5
6~mbps 9775.24
6~mbps 347.52
6~mbps 9824.25
6~mbps 22359.4
6~mbps 4474.23
6~mbps 11052.1
6~mbps 33424
6~mbps 10903.6
6~mbps 13620.5
6~mbps 22653.2
6~mbps 4341.14
6~mbps 1704.56
6~mbps 1871.15
6~mbps 2933.98
6~mbps 905.97
6~mbps 3795.02
6~mbps 1404.27
6~mbps 2631.75
6~mbps 5208.33
6~mbps 12331.3
6~mbps 62082.7
6~mbps 4454.02
6~mbps 6224.71
6~mbps 31097
6~mbps 6998.7
6~mbps 651.71
6~mbps 5202.63
6~mbps 10125.4
6~mbps 3237.32
6~mbps 3678.09
6~mbps 3560.28
6~mbps 3158.15
6~mbps 1706.57
6~mbps 10396.9
6~mbps 33984.4
6~mbps 10109.7
6~mbps 16134.7
6~mbps 28948.3
6~mbps 18856.7
6~mbps 8152.05
6~mbps 5198.19
6~mbps 3815.66
6~mbps 3192.73
6~mbps 7391.56
6~mbps 19669.5
6~mbps 21361.1
6~mbps 15151.9
6~mbps 9189.92
6~mbps 9285.59
6~mbps 25538
6~mbps 9523.47
6~mbps 5234.25
6~mbps 4774.57
6~mbps 4567.89
6~mbps 10830.2
6~mbps 15439.6
6~mbps 9285.7
6~mbps 1141.8
6~mbps 2495.81
6~mbps 3344.82
6~mbps 11433.3
6~mbps 6338.99
6~mbps 2180.52
6~mbps 8118.9
6~mbps 28539.3
6~mbps 3409.2
6~mbps 3914.03
6~mbps 14107.6
6~mbps 2650.22
6~mbps 36730.9
6~mbps 21123.6
6~mbps 10685.9
6~mbps 6395.35
6~mbps 1778.5
6~mbps 7383.53
6~mbps 3901.29
6~mbps 20138.8
6~mbps 13144.7
6~mbps 3554.25
6~mbps 1899.49
6~mbps 2575.82
6~mbps 38423.3
6~mbps 13555.2
6~mbps 3230.43
6~mbps 6528.41
6~mbps 1890.59
6~mbps 9415.79
6~mbps 10414.5
6~mbps 19882.3
6~mbps 9721.63
6~mbps 11417.4
6~mbps 10807.5
6~mbps 3235.55
6~mbps 2452.01
6~mbps 16530.3
6~mbps 12859.2
6~mbps 11976.5
6~mbps 10054
6~mbps 15483.5
6~mbps 4509.69
6~mbps 7112.86
6~mbps 4246.64
6~mbps 24878.1
6~mbps 2362.23
6~mbps 1481.59
6~mbps 1823.18
6~mbps 2718.41
6~mbps 11083
6~mbps 166.22
6~mbps 2916.43
6~mbps 4500.44
6~mbps 394.61
6~mbps 3364.52
6~mbps 3568.03
6~mbps 7437.2
6~mbps 3990.71
6~mbps 5207.32
6~mbps 1187.89
6~mbps 2240.7
6~mbps 2403.25
6~mbps 2800.75
6~mbps 3011.48
6~mbps 1951.65
6~mbps 2511.63
6~mbps 1505.96
6~mbps 2757.68
6~mbps 10373.7
6~mbps 7124.87
6~mbps 9359.61
6~mbps 19731.2
6~mbps 16549.8
6~mbps 18007.1
6~mbps 12267.7
6~mbps 5171.59
6~mbps 6438.5
6~mbps 16868.2
6~mbps 14969.8
6~mbps 10988.2
6~mbps 3930.17
6~mbps 6593.42
6~mbps 13843.8
6~mbps 14309.9
6~mbps 4196.91
6~mbps 211.08
6~mbps 11750.2
6~mbps 822.03
6~mbps 223.85
6~mbps 10858.8
6~mbps 23455.3
6~mbps 2225.9
6~mbps 644.25
6~mbps 830.72
6~mbps 497.46
6~mbps 8413.33
6~mbps 7365.76
6~mbps 7627.63
6~mbps 100.48
6~mbps 19099.6
6~mbps 14706.4
6~mbps 10056.7
6~mbps 7493.25
6~mbps 4578.3
6~mbps 695.28
6~mbps 3016.27
6~mbps 9010.95
6~mbps 6776.51
6~mbps 117.63
6~mbps 8329.47
6~mbps 5341.62
6~mbps 1190.64
6~mbps 89.9
6~mbps 267.79
6~mbps 2510.45
6~mbps 2551.16
6~mbps 2292.52
6~mbps 323.29
6~mbps 6002.46
6~mbps 2676.99
6~mbps 2058.31
6~mbps 1802.86
6~mbps 3466.17
6~mbps 9055.76
6~mbps 4799.92
6~mbps 5906.93
6~mbps 5968.22
6~mbps 9024.2
6~mbps 1402.53
6~mbps 23167
6~mbps 3629.79
6~mbps 1969.11
6~mbps 3119.85
6~mbps 9023.81
6~mbps 9244.58
6~mbps 2160.32
6~mbps 2483.71
6~mbps 3785.89
6~mbps 1859.44
6~mbps 7547.62
6~mbps 1837.07
6~mbps 826.89
6~mbps 113.87
6~mbps 867.85
6~mbps 2394.59
6~mbps 1581.68
6~mbps 2403.44
6~mbps 6210.61
6~mbps 1151.98
6~mbps 6783.23
6~mbps 3324.38
6~mbps 2622.43
6~mbps 1355.57
6~mbps 2371.92
6~mbps 2924.54
6~mbps 1841.67
6~mbps 1869.88
6~mbps 2778.98
6~mbps 6604.4
6~mbps 1251.85
6~mbps 2092.93
6~mbps 2967
6~mbps 1332.73
6~mbps 13225.1
6~mbps 5197.03
6~mbps 2439.49
6~mbps 4005.15
6~mbps 1295.89
6~mbps 13040.6
6~mbps 2705.04
6~mbps 706.07
6~mbps 5936.47
6~mbps 6804.58
6~mbps 7108.75
6~mbps 6074.15
6~mbps 2679.53
6~mbps 5912.62
6~mbps 6971.48
6~mbps 2964.27
6~mbps 1262.44
6~mbps 1038.66
6~mbps 2985.65
6~mbps 12164.9
6~mbps 2141.31
6~mbps 4145.64
6~mbps 4455.05
6~mbps 7185.98
6~mbps 18455.1
6~mbps 5088.16
6~mbps 2171.86
6~mbps 145.43
6~mbps 3971.54
6~mbps 3347.06
6~mbps 2063.59
6~mbps 3051.94
6~mbps 4763.14
6~mbps 2709.07
6~mbps 1961.28
6~mbps 16191.8
6~mbps 2768.37
6~mbps 2534.88
6~mbps 961.12
6~mbps 1944.74
6~mbps 1997.13
6~mbps 2565.76
6~mbps 1981.93
6~mbps 9691.62
6~mbps 8845.83
6~mbps 885.82
6~mbps 2539.71
6~mbps 5076.05
6~mbps 2291.42
6~mbps 4089.11
6~mbps 1486.69
6~mbps 579.49
6~mbps 3193.03
6~mbps 1884.97
6~mbps 13101
6~mbps 3176.28
6~mbps 1671.19
6~mbps 6312.79
6~mbps 687.89
6~mbps 5063.73
6~mbps 17343.4
6~mbps 10804.5
6~mbps 5927.47
6~mbps 1850.82
6~mbps 8048.45
6~mbps 792.17
6~mbps 1738.24
6~mbps 2047.87
6~mbps 2087.6
6~mbps 2917.7
6~mbps 2365.74
6~mbps 2368.14
6~mbps 2885.96
6~mbps 8549.39
6~mbps 14194.1
6~mbps 1798.51
6~mbps 3725.57
6~mbps 7716.22
6~mbps 1943.03
6~mbps 3829.56
6~mbps 4197.06
6~mbps 2284.55
6~mbps 1579.09
6~mbps 982.28
6~mbps 11923.1
6~mbps 2798.52
6~mbps 2107.02
6~mbps 1290.78
6~mbps 668.65
6~mbps 5850.39
6~mbps 2174.4
6~mbps 3349.14
6~mbps 1811.33
6~mbps 3216.9
6~mbps 2479.65
6~mbps 1648.73
6~mbps 1648.11
6~mbps 10053.6
6~mbps 2069.63
6~mbps 1959.72
6~mbps 5140.76
6~mbps 2352.26
6~mbps 1467.27
6~mbps 2551.26
6~mbps 19842.3
6~mbps 1921.53
6~mbps 2576.56
6~mbps 9098.99
6~mbps 1019.58
6~mbps 1149.64
6~mbps 2036.93
6~mbps 1436.24
6~mbps 5785.23
6~mbps 12489.4
6~mbps 1519.21
6~mbps 5835.96
6~mbps 2056.59
6~mbps 1318.74
6~mbps 2344.32
6~mbps 2227.74
6~mbps 22347.6
6~mbps 21425.3
6~mbps 9542.13
6~mbps 19465.3
6~mbps 11189.9
6~mbps 5693.22
6~mbps 11712.2
6~mbps 18506.2
6~mbps 5672.67
6~mbps 12689.2
6~mbps 29839.2
6~mbps 7371.1
6~mbps 13592
6~mbps 11173
6~mbps 249.84
6~mbps 9395.01
6~mbps 10715.7
6~mbps 430.7
6~mbps 1276.63
6~mbps 12863.4
6~mbps 8428.61
6~mbps 9317.85
6~mbps 9825.59
6~mbps 9753.18
6~mbps 19437.1
6~mbps 14557
6~mbps 2166.68
6~mbps 435.05
6~mbps 17097.5
6~mbps 11752.6
6~mbps 15978.7
6~mbps 3144.06
6~mbps 5020.49
6~mbps 4494.55
6~mbps 4012.97
6~mbps 14095.3
6~mbps 13224.1
6~mbps 20271.6
6~mbps 2260.65
6~mbps 7377.9
6~mbps 30973.5
6~mbps 1365.87
6~mbps 17654.9
6~mbps 20881.3
6~mbps 13176.1
6~mbps 6872.37
6~mbps 26319.3
6~mbps 19926.3
6~mbps 19165.1
6~mbps 4758.89
6~mbps 17102.7
6~mbps 5236.08
6~mbps 5231.29
6~mbps 8134.65
6~mbps 23705.1
6~mbps 25969.1
6~mbps 9531.12
6~mbps 10521.1
6~mbps 10852.2
6~mbps 16813.7
6~mbps 9395.31
6~mbps 12294.1
6~mbps 14708.3
6~mbps 10796.3
6~mbps 3400.64
6~mbps 1140.3
6~mbps 7164.16
6~mbps 38001.2
6~mbps 12948.2
6~mbps 32034.9
6~mbps 4373.3
6~mbps 12288.3
6~mbps 13888.8
6~mbps 10022.9
6~mbps 194.99
6~mbps 4468.36
6~mbps 6123.72
6~mbps 12922.4
6~mbps 17212.4
6~mbps 10339
6~mbps 12430.8
6~mbps 12607.7
6~mbps 1431.48
6~mbps 10902.6
6~mbps 8660.61
6~mbps 548.9
6~mbps 10958.5
6~mbps 5617.88
6~mbps 6672.21
6~mbps 2641.58
6~mbps 3277.46
6~mbps 5416.15
6~mbps 4073.44
6~mbps 4532.52
6~mbps 3968.01
6~mbps 2911.78
6~mbps 5175.28
6~mbps 2008
6~mbps 3845.08
6~mbps 449.1
6~mbps 2918.06
6~mbps 4143.31
6~mbps 1068.5
6~mbps 7256.48
6~mbps 3102.37
6~mbps 3080.08
6~mbps 711.43
6~mbps 4176.78
6~mbps 5114.03
6~mbps 8266.76
6~mbps 22283.3
6~mbps 13730.1
6~mbps 7044.19
6~mbps 7044.67
6~mbps 419.19
6~mbps 18819.3
6~mbps 408.47
6~mbps 242.97
6~mbps 16429.4
6~mbps 10422
6~mbps 14073.9
6~mbps 4576.95
6~mbps 4439.25
6~mbps 4562.81
6~mbps 3212.7
6~mbps 5235.97
6~mbps 404.84
