user_id capacity sessions
1360 12-mbps 44
1361 12-mbps 27
1362 12-mbps 121
1363 12-mbps 3
1364 12-mbps 10
1365 12-mbps 5
1366 12-mbps 18
1367 12-mbps 1
1368 12-mbps 109
1369 12-mbps 1
1370 12-mbps 71
1371 12-mbps 13
1372 12-mbps 5
1373 12-mbps 140
1374 12-mbps 69
1375 12-mbps 138
1376 12-mbps 1
1377 12-mbps 68
1378 12-mbps 4
1379 12-mbps 79
1380 12-mbps 8
1381 12-mbps 34
1382 12-mbps 236
1383 12-mbps 3
1384 12-mbps 3
1385 12-mbps 14
1386 12-mbps 17
1387 12-mbps 5
1388 12-mbps 4
1389 12-mbps 288
1390 12-mbps 12
1391 12-mbps 157
1392 12-mbps 17
1393 12-mbps 2
1394 12-mbps 2
1395 12-mbps 147
1396 12-mbps 31
1397 12-mbps 237
1398 12-mbps 223
1399 12-mbps 4
1400 12-mbps 64
1401 12-mbps 1
1402 12-mbps 6
1403 12-mbps 4
1404 12-mbps 128
1405 12-mbps 12
1406 12-mbps 162
1407 12-mbps 21
1408 12-mbps 33
1409 12-mbps 38
1410 12-mbps 73
1411 12-mbps 73
1412 12-mbps 36
1413 12-mbps 2
1414 12-mbps 120
1415 12-mbps 375
1416 12-mbps 70
1417 12-mbps 40
1418 12-mbps 141
1419 12-mbps 3
1420 12-mbps 21
1421 12-mbps 12
1422 12-mbps 1
1423 12-mbps 23
1424 12-mbps 32
1425 12-mbps 223
1426 12-mbps 29
1427 12-mbps 89
1428 12-mbps 6
1429 12-mbps 46
1430 12-mbps 4
1431 12-mbps 21
1432 12-mbps 100
1433 12-mbps 1
1434 12-mbps 1
1435 12-mbps 4
1436 12-mbps 8
1437 12-mbps 80
1438 12-mbps 110
1439 12-mbps 7
1440 12-mbps 181
1441 12-mbps 22
1442 12-mbps 14
1443 12-mbps 111
1444 12-mbps 99
1445 12-mbps 184
1446 12-mbps 5
1447 12-mbps 352
1448 12-mbps 53
1449 12-mbps 180
1450 12-mbps 49
1451 12-mbps 66
1452 12-mbps 247
1453 12-mbps 6
1454 12-mbps 150
1455 12-mbps 132
1456 12-mbps 46
1457 12-mbps 11
1458 12-mbps 350
1459 12-mbps 270
1460 12-mbps 124
1461 12-mbps 1
1462 12-mbps 27
1463 12-mbps 16
1464 12-mbps 9
1465 12-mbps 139
1466 12-mbps 171
1467 12-mbps 161
1468 12-mbps 129
1469 12-mbps 46
1470 12-mbps 7
1471 12-mbps 324
1472 12-mbps 72
1473 12-mbps 39
1474 12-mbps 195
1475 12-mbps 22
1476 12-mbps 68
1477 12-mbps 1
1478 12-mbps 262
1479 12-mbps 109
1480 12-mbps 5
1481 12-mbps 17
1482 12-mbps 56
1483 12-mbps 234
1484 12-mbps 320
1485 12-mbps 22
1486 12-mbps 1
1487 12-mbps 104
1488 12-mbps 16
1489 12-mbps 32
1490 12-mbps 32
1491 12-mbps 36
1492 12-mbps 115
1493 12-mbps 108
1494 12-mbps 111
1495 12-mbps 232
1496 12-mbps 50
1497 12-mbps 32
1498 12-mbps 4
1499 12-mbps 593
1500 12-mbps 1
1501 12-mbps 1
1502 12-mbps 149
1503 12-mbps 178
1504 12-mbps 1
1505 12-mbps 171
1506 12-mbps 1
1507 12-mbps 174
1508 12-mbps 2
1509 12-mbps 143
1510 12-mbps 1
1511 12-mbps 2
1512 12-mbps 31
1513 12-mbps 1
1514 12-mbps 100
1515 12-mbps 21
1516 12-mbps 28
1517 12-mbps 2
1518 12-mbps 161
1519 12-mbps 13
1520 12-mbps 36
1521 12-mbps 5
1522 12-mbps 4
1523 12-mbps 265
1524 12-mbps 18
1525 12-mbps 14
1526 12-mbps 3
1527 12-mbps 147
1528 12-mbps 20
1529 12-mbps 1
1530 12-mbps 3
1531 12-mbps 14
1532 12-mbps 27
1533 12-mbps 88
1534 12-mbps 1
1535 12-mbps 46
1536 12-mbps 78
1537 12-mbps 22
1538 12-mbps 234
1539 12-mbps 63
1540 12-mbps 20
1541 12-mbps 1
1542 12-mbps 18
1543 12-mbps 75
1544 12-mbps 326
1545 12-mbps 198
1546 12-mbps 1
1547 12-mbps 239
1548 12-mbps 51
1549 12-mbps 27
1550 12-mbps 4
1551 12-mbps 2
1552 12-mbps 9
1553 12-mbps 293
1554 12-mbps 2
1555 12-mbps 350
1556 12-mbps 74
1557 12-mbps 1
1558 12-mbps 19
1559 20-mbps 2
1560 20-mbps 103
1561 20-mbps 3
1562 20-mbps 34
1563 20-mbps 18
1564 20-mbps 1
1565 20-mbps 14
1566 20-mbps 21
1567 20-mbps 445
1568 20-mbps 24
1569 20-mbps 15
1570 20-mbps 3
1571 20-mbps 206
1572 20-mbps 83
1573 20-mbps 3
1574 20-mbps 234
1575 20-mbps 276
1576 20-mbps 7
1577 20-mbps 112
1578 20-mbps 9
1579 20-mbps 31
1580 20-mbps 31
1581 20-mbps 13
1582 20-mbps 221
1583 20-mbps 42
1584 20-mbps 170
1585 20-mbps 282
1586 20-mbps 154
1587 20-mbps 366
1588 20-mbps 84
1589 20-mbps 125
1590 20-mbps 60
1591 20-mbps 1
1592 20-mbps 60
1593 20-mbps 3
1594 20-mbps 137
1595 20-mbps 76
1596 20-mbps 179
1597 20-mbps 96
1598 20-mbps 77
1599 20-mbps 30
1600 20-mbps 4
1601 20-mbps 6
1602 20-mbps 24
1603 20-mbps 1
1604 20-mbps 1
1605 20-mbps 7
1606 20-mbps 24
1607 20-mbps 22
1608 20-mbps 196
1609 20-mbps 36
1610 20-mbps 40
1611 20-mbps 85
1612 20-mbps 122
1613 20-mbps 4
1614 20-mbps 56
1615 20-mbps 1
1616 20-mbps 422
1617 20-mbps 163
1618 20-mbps 51
1619 20-mbps 12
1620 20-mbps 9
1621 20-mbps 220
1622 20-mbps 183
1623 20-mbps 78
1624 20-mbps 13
1625 20-mbps 1
1626 20-mbps 27
1627 20-mbps 119
1628 20-mbps 161
1629 20-mbps 165
1630 20-mbps 143
1631 20-mbps 5
1632 20-mbps 38
1633 20-mbps 23
1634 20-mbps 32
1635 20-mbps 209
1636 20-mbps 192
1637 20-mbps 27
1638 20-mbps 2
1639 20-mbps 79
1640 20-mbps 32
1641 20-mbps 1
1642 20-mbps 206
1643 20-mbps 62
1644 20-mbps 1
1645 20-mbps 64
1646 20-mbps 4
1647 20-mbps 47
1648 20-mbps 1
1649 20-mbps 165
1650 20-mbps 806
1651 20-mbps 8
1652 20-mbps 1
1653 20-mbps 65
1654 20-mbps 114
1655 20-mbps 4
1656 20-mbps 67
1657 20-mbps 285
1658 20-mbps 27
1659 20-mbps 8
1660 20-mbps 157
1661 20-mbps 10
1662 20-mbps 38
1663 20-mbps 509
1664 20-mbps 505
1665 20-mbps 5
1666 20-mbps 345
1667 20-mbps 1
1668 20-mbps 36
1669 20-mbps 1
1670 20-mbps 5
1671 20-mbps 1
1672 20-mbps 16
1673 20-mbps 239
1674 20-mbps 1
1675 20-mbps 206
1676 20-mbps 38
1677 20-mbps 34
1678 20-mbps 160
1679 20-mbps 64
1680 20-mbps 13
1681 20-mbps 3
1682 20-mbps 58
1683 20-mbps 8
1684 20-mbps 53
1685 20-mbps 108
1686 20-mbps 1
1687 20-mbps 148
1688 20-mbps 243
1689 20-mbps 429
1690 20-mbps 6
1691 20-mbps 7
1692 20-mbps 134
1693 20-mbps 16
1694 20-mbps 17
1695 20-mbps 54
1696 20-mbps 39
1697 20-mbps 7
1698 20-mbps 38
1699 20-mbps 1
1700 20-mbps 146
1701 20-mbps 12
1702 20-mbps 1
1703 20-mbps 53
1704 20-mbps 165
1705 20-mbps 5
1706 20-mbps 6
1707 20-mbps 66
1708 20-mbps 27
1709 20-mbps 3
1710 20-mbps 25
1711 20-mbps 150
1712 20-mbps 16
1713 20-mbps 233
1714 20-mbps 481
1715 20-mbps 4
1716 20-mbps 2
1717 20-mbps 12
1718 20-mbps 40
1719 20-mbps 234
1720 20-mbps 108
1721 20-mbps 394
1722 20-mbps 36
1723 20-mbps 1
1724 20-mbps 26
1725 20-mbps 95
1726 20-mbps 247
1727 20-mbps 406
1728 20-mbps 172
1729 20-mbps 109
1730 20-mbps 151
1731 20-mbps 623
1732 20-mbps 6
1733 20-mbps 72
1734 20-mbps 175
1735 20-mbps 148
1736 20-mbps 6
1737 20-mbps 2
1738 20-mbps 100
1739 20-mbps 8
1740 20-mbps 172
1741 20-mbps 373
1742 20-mbps 7
1743 20-mbps 173
1744 20-mbps 37
1745 20-mbps 19
1746 20-mbps 65
1747 20-mbps 126
1748 20-mbps 50
1749 20-mbps 300
1750 20-mbps 602
1751 20-mbps 12
1752 20-mbps 156
1753 20-mbps 13
1754 20-mbps 13
1755 20-mbps 97
1756 20-mbps 107
1757 20-mbps 12
1758 20-mbps 80
1759 20-mbps 279
1760 20-mbps 212
1761 20-mbps 367
1762 20-mbps 4
1763 20-mbps 2
1764 20-mbps 52
1765 20-mbps 208
1766 20-mbps 328
1767 20-mbps 107
1768 20-mbps 395
1769 20-mbps 8
1770 20-mbps 229
1771 20-mbps 139
1772 20-mbps 240
1773 20-mbps 123
1774 20-mbps 183
1775 20-mbps 10
1776 20-mbps 19
1777 20-mbps 160
1778 20-mbps 112
1779 20-mbps 2
1780 20-mbps 2
1781 20-mbps 10
1782 20-mbps 8
1783 20-mbps 28
1784 20-mbps 130
1785 20-mbps 269
1786 20-mbps 1
1787 20-mbps 71
1788 20-mbps 17
1789 20-mbps 151
1790 20-mbps 114
1791 20-mbps 1
1792 20-mbps 2
1793 20-mbps 1
1794 20-mbps 70
1795 20-mbps 2
1796 20-mbps 39
1797 20-mbps 196
1798 20-mbps 227
1799 20-mbps 59
1800 20-mbps 2
1801 20-mbps 19
1802 20-mbps 9
1803 20-mbps 1
1804 20-mbps 222
1805 20-mbps 25
1806 20-mbps 5
1807 20-mbps 3
1808 20-mbps 171
1809 20-mbps 475
1810 20-mbps 293
1811 20-mbps 28
1812 20-mbps 353
1813 20-mbps 139
1814 20-mbps 248
1815 20-mbps 83
1816 20-mbps 162
1817 20-mbps 4
1818 20-mbps 56
1819 20-mbps 2
1820 20-mbps 30
1821 20-mbps 117
1822 20-mbps 4
1823 20-mbps 66
1824 20-mbps 4
1825 20-mbps 24
1826 20-mbps 2
1827 20-mbps 11
1828 20-mbps 4
1829 20-mbps 176
1830 20-mbps 22
1831 20-mbps 305
1832 20-mbps 5
1833 20-mbps 53
1834 20-mbps 182
